node_1|node_2|edge|chunk_id
John Esposito|Traditional Islam|John Esposito's work is related to Traditional Islam, as he likely explores its significance and relevance|64b82d4f7ea42fee99aa642eb142e4d0
Secularism|Islamic Reformists|Secularism has a relationship with Islamic Reformists, as they are both forms of Islamic thought that seek to modernize or reform Islam|a15259b302567cb3b8eee7755f0361a0
H. Mintijes|Secularism|H. Mintijes' work is related to Secularism, as he likely discusses its significance in his research|374f8d3fcd9c1bb9c4a3896e528a1508
Stephen Humphrey|Traditionalism|Stephen Humphrey's work is related to Traditionalism, as he likely explores its significance and relevance|2d042aa3cab19b1077f497835b66e129
Yvonne Haddad|Accultuationist|Yvonne Haddad's work is related to Accultuationist, as she likely discusses the role of acculturation in Islamic thought|a1ffb436e13f7a070330bdf296ddcfad
Fazlur Rahman|Modernism|Fazlur Rahman's work is related to Modernism, as he likely explores its significance and relevance in Islamic thought|da57ef7b7f82327b1b7a71dc78ab9304
John Voll|Adaptionist|John Voll's work is related to Adaptionist, as he likely discusses the role of adaptation in Islamic thought|de703af4339d55796f5d319afadf1204
labels|problem|without explicit definitions, lump together differing groups and convey bias or value judgment|1fce5b11be90292e820e7d9713b2696b
categories|designations|with suitable designations; to make sense of a vast and complex area such as the modern Muslim world|26007e69f6d99bbc3b116818364f33fc
ideological orientations|typology|offers with labels and sub-labels that reflect 'a fair degree of scholarly consensus'|dd882bd644f88949cb5dbfb663c3c62a
analytical constructs|cases|help to analyse large number of cases|573bc8d525e083bd39480a14ae72e39a
labels|problem|without explicit definitions, lump together differing groups and convey bias or value judgment|1fce5b11be90292e820e7d9713b2696b
categories|designations|with suitable designations; to make sense of a vast and complex area such as the modern Muslim world|26007e69f6d99bbc3b116818364f33fc
ideological orientations|typology|offers with labels and sub-labels that reflect 'a fair degree of scholarly consensus'|dd882bd644f88949cb5dbfb663c3c62a
analytical constructs|cases|help to analyse large number of cases|573bc8d525e083bd39480a14ae72e39a
Islamic totalism|modernity|These two concepts are presented as the axes of a two-dimensional spectrum, with Islamic totalism referring to a tendency to view Islam as a total way of life and modernity referring to a tendency to embrace modern offerings.|7daace43f8d46de48e75df732f6cc7e4
Islamic totalism|modernity|These two concepts are presented as the axes of a two-dimensional spectrum, with Islamic totalism referring to a tendency to view Islam as a total way of life and modernity referring to a tendency to embrace modern offerings.|7daace43f8d46de48e75df732f6cc7e4
Shepard|1987|Year of publication|9d89de6bb25091556a91ca3763da743f
Traditionalism|Islam|Contains components of|2c5f6ac0e662b59b9c6d13cb1a5a3e7c
Modernity|Secularism|Manifestation of|f57eff87742e3d6f645b8c6831f00823
Turkish secularism|Neutral|Labelled as|c886c0680f39084b69435cee0a6b8fed
Call to prayer|Fezzes|Manifestations of radical secularism|29b42d1b48ea900f49bfe06c3b4ca619
Veil|Westernisation|Manifestations of radical secularism|a8ea5053cfc759c0d89ec76e8592f816
Radical Islamism|Modernist thought|Extension of|39c94c468bc673fad4f2fcbb58da7ce9
Secularism|Modernism|Equivalent concept|3692d284538ea3728fff6abb3fbf9a0a
Islamic modernism|Radical Islamism|Extension of|9fac1c978675b217a6edf6da03b6ee05
Traditional Islam|Neo-traditionalism|Contains diverse groups and nuances|36fb5f75cd7e8edb46f774e2e681defe
Shepard|1987|Year of publication|9d89de6bb25091556a91ca3763da743f
Traditionalism|Islam|Contains components of|2c5f6ac0e662b59b9c6d13cb1a5a3e7c
Modernity|Secularism|Manifestation of|f57eff87742e3d6f645b8c6831f00823
Turkish secularism|Neutral|Labelled as|c886c0680f39084b69435cee0a6b8fed
Call to prayer|Fezzes|Manifestations of radical secularism|29b42d1b48ea900f49bfe06c3b4ca619
Veil|Westernisation|Manifestations of radical secularism|a8ea5053cfc759c0d89ec76e8592f816
Radical Islamism|Modernist thought|Extension of|39c94c468bc673fad4f2fcbb58da7ce9
Secularism|Modernism|Equivalent concept|3692d284538ea3728fff6abb3fbf9a0a
Islamic modernism|Radical Islamism|Extension of|9fac1c978675b217a6edf6da03b6ee05
Traditional Islam|Neo-traditionalism|Contains diverse groups and nuances|36fb5f75cd7e8edb46f774e2e681defe
Typology|Ideological Orientation|The typology will be based on the ideological orientation, but with modifications.|974768010c468dc4a514441ad928badd
Secularism|Modernism|Secularism is being replaced by Modernism as a label.|0d5fcd599fab87c9caa4095e10bab546
Islamic Modernism|Reconciliationism|Islamic Modernism is being replaced by Reconciliationism as a label.|0396e15f281fe326998d161ef117050c
Attitude Styles|Action Styles|The multi-layered framework consists of Attitude Styles and Action Styles, with ideological orientations in between.|cd5cdd1495303ad248fecca33eda5e44
Intellectual Attitude|Practical Outcome|Attitude styles describe the intellectual attitude, while action styles describe the practical outcome.|824f8872186d99129a396993ebeb2ca6
Groups|Link|The multi-layered framework will reveal the intellectual link between seemingly different groups.|86039d568cf07db98b8cf2f72d4cb3e2
Interpretation|Emphasis|Every interpretation should have its own emphasis, as described by Yu (2014).|0d457ea3eb2838b1dcda902b248a845d
Typology|Ideological Orientation|The typology will be based on the ideological orientation, but with modifications.|974768010c468dc4a514441ad928badd
Secularism|Modernism|Secularism is being replaced by Modernism as a label.|0d5fcd599fab87c9caa4095e10bab546
Islamic Modernism|Reconciliationism|Islamic Modernism is being replaced by Reconciliationism as a label.|0396e15f281fe326998d161ef117050c
Attitude Styles|Action Styles|The multi-layered framework consists of Attitude Styles and Action Styles, with ideological orientations in between.|cd5cdd1495303ad248fecca33eda5e44
Intellectual Attitude|Practical Outcome|Attitude styles describe the intellectual attitude, while action styles describe the practical outcome.|824f8872186d99129a396993ebeb2ca6
Groups|Link|The multi-layered framework will reveal the intellectual link between seemingly different groups.|86039d568cf07db98b8cf2f72d4cb3e2
Interpretation|Emphasis|Every interpretation should have its own emphasis, as described by Yu (2014).|0d457ea3eb2838b1dcda902b248a845d
Modernism|Secularism|Identifies more with|03d2f927bc5799df5393587445ad3170
Radical Islam|Modernism|Identifies more with|d4d837ff1bc4bebe437d57f6df482db3
Attitude styles|Framework|Lack of an overarching|d43b40cd9d3f1b9bbebaa845429dcbbb
Sayyid Qutb|Fundamentalist|Militantly in tone|e8970f2a27891e4649ead6dd4abb8b3f
Radical Islamism|Modern|Tendency to view Islam as a system is|36896ddbf255a57f7b86789bff3d3222
Ideologies|Core principles|Taken directly from modernity|46ba0a96cf75e4d1e53dff041d196d86
Modernism|Secularism|Identifies more with|03d2f927bc5799df5393587445ad3170
Radical Islam|Modernism|Identifies more with|d4d837ff1bc4bebe437d57f6df482db3
Attitude styles|Framework|Lack of an overarching|d43b40cd9d3f1b9bbebaa845429dcbbb
Sayyid Qutb|Fundamentalist|Militantly in tone|e8970f2a27891e4649ead6dd4abb8b3f
Radical Islamism|Modern|Tendency to view Islam as a system is|36896ddbf255a57f7b86789bff3d3222
Ideologies|Core principles|Taken directly from modernity|46ba0a96cf75e4d1e53dff041d196d86
progressive|modernists|'progressive' will be called 'modernists'|7ef7a27026d0334d7a4bb24fad707eaa
modernity|core principles|taken directly from modernity|af28bae970caeb7e8e460e1a502f5b40
reconciliationists|early-Salafism|elsewhere known as 'early-Salafism'|d0979ef23a811e954bef38ed7aa76868
Islamic movement|reformists|known as 'reformists'|c91fe9eef83ab161ee5ab0cd494f1b5d
tajdid|Ihya|and 'Ihya' are part of the same concept|65b9d2d1f97a99e9de2ea3c9293bc3ca
Iṣlah|Islamic modernism|and 'Islamic modernism' are part of the same concept|a61732ba5ae745d8682015127b081f53
modernising Islam|principal Islamic texts|via viewing and interpreting through the prism of modernity|435696e09a69ab240e1a8ef1cf2b7f11
progressive|modernists|'progressive' will be called 'modernists'|7ef7a27026d0334d7a4bb24fad707eaa
modernity|core principles|taken directly from modernity|af28bae970caeb7e8e460e1a502f5b40
reconciliationists|early-Salafism|elsewhere known as 'early-Salafism'|d0979ef23a811e954bef38ed7aa76868
Islamic movement|reformists|known as 'reformists'|c91fe9eef83ab161ee5ab0cd494f1b5d
tajdid|Ihya|and 'Ihya' are part of the same concept|65b9d2d1f97a99e9de2ea3c9293bc3ca
Iṣlah|Islamic modernism|and 'Islamic modernism' are part of the same concept|a61732ba5ae745d8682015127b081f53
modernising Islam|principal Islamic texts|via viewing and interpreting through the prism of modernity|435696e09a69ab240e1a8ef1cf2b7f11
Attitude style|Assimilative attitude|is an example of|378210fad7572203dc00a9b9d7fde450
Reconciliationism|Assimilation|stems from|05b1c110d4166ecbbd27e50eec53eddd
Model|Framework|offers|9691897d92546fb089a82460dced168a
Ideological orientations|Shepard's model (1987)|originally suggested by|3495baefd8742aedfbc17c14c140faf4
Attitude styles|Assimilative attitude, Dismissive attitude, Conservative attitude|include|8d4737a8dc012a73da85d084017f6a52
Modernists|Reconciliationists|are types of|7d7c75126d5a4c062f79da6bd2cc171a
Adoption|Rejectionist Traditionalist, Rejectionist Neo-traditionalist|are forms of|63d7efe7edeebf0f03255e7404279de8
Disengage|Radical Islamism|is an example of|f95f56baf553fa3318f50c0925a0a537
Attitude style|Assimilative attitude|is an example of|378210fad7572203dc00a9b9d7fde450
Reconciliationism|Assimilation|stems from|05b1c110d4166ecbbd27e50eec53eddd
Model|Framework|offers|9691897d92546fb089a82460dced168a
Ideological orientations|Shepard's model (1987)|originally suggested by|3495baefd8742aedfbc17c14c140faf4
Attitude styles|Assimilative attitude, Dismissive attitude, Conservative attitude|include|8d4737a8dc012a73da85d084017f6a52
Modernists|Reconciliationists|are types of|7d7c75126d5a4c062f79da6bd2cc171a
Adoption|Rejectionist Traditionalist, Rejectionist Neo-traditionalist|are forms of|63d7efe7edeebf0f03255e7404279de8
Disengage|Radical Islamism|is an example of|f95f56baf553fa3318f50c0925a0a537
Modernists|Reconciliationists|These two groups have a relationship, as they both deal with modern issues and try to find common ground.|c4a60288232628dfce0d9f573abd4935
Adoption|Rejectionist Traditionalists|The adoption approach is in contrast to the rejectionist traditionalist attitude, which dismisses new ideas.|0205a04d32759763315f72e30ef4b51e
Rejectionist Neo-traditionalists|Disengage|This group disengages from modern society and rejects its values and practices.|42e4a6db2e3e9b656b2a4266ffa0aa74
Radical Islamism|Adaptationist Traditionalists|Radical Islamism is an extreme adaptation of traditional Islamic values to modern circumstances.|40d791b6855ea2e75379ea052aa71c45
Accommodation|Assimilative|Accommodation involves assimilating into a new culture or society, often with some resistance.|0773b910d2366fbe697420b736c9190a
Dismissive|Conservative|A dismissive attitude is characterized by conservatism, rejecting change and new ideas.|9e3d8d32fda9408dea99f9786e0eeb29
Confrontation|Using Modernist Tools|Confrontation requires the use of modern tools and techniques to effectively challenge and change a situation.|d396e82a28df0feaa5a7395059dd96af
Modernists|Reconciliationists|These two groups have a relationship, as they both deal with modern issues and try to find common ground.|c4a60288232628dfce0d9f573abd4935
Adoption|Rejectionist Traditionalists|The adoption approach is in contrast to the rejectionist traditionalist attitude, which dismisses new ideas.|0205a04d32759763315f72e30ef4b51e
Rejectionist Neo-traditionalists|Disengage|This group disengages from modern society and rejects its values and practices.|42e4a6db2e3e9b656b2a4266ffa0aa74
Radical Islamism|Adaptationist Traditionalists|Radical Islamism is an extreme adaptation of traditional Islamic values to modern circumstances.|40d791b6855ea2e75379ea052aa71c45
Accommodation|Assimilative|Accommodation involves assimilating into a new culture or society, often with some resistance.|0773b910d2366fbe697420b736c9190a
Dismissive|Conservative|A dismissive attitude is characterized by conservatism, rejecting change and new ideas.|9e3d8d32fda9408dea99f9786e0eeb29
Confrontation|Using Modernist Tools|Confrontation requires the use of modern tools and techniques to effectively challenge and change a situation.|d396e82a28df0feaa5a7395059dd96af
Assimilative Attitude|Modern values|The defining characteristic of this attitude is the self-conscious adoption of modern values to replace or repair Islam.|e4b36a69771522f58bfb21dfb5d27b1e
Modernists|Undiluted modernism|The “modernists” preferred “undiluted modernism”, using Rahman (1984) term, and downplayed Islam in the modern world privileging nationalism, secularism and other ideologies.|35eadba5ecf339847931f32deb1d033c
Reconciliationists|Humanist or Protestant form of Islam|“Reconciliationists” espoused modern values to create a humanist or Protestant form of Islam.|33ed1d4f094fec855f0e14513f2d2e22
Rifā‘ah Rāfı͑ Al-Ṭahṭāwi|French society|who, having spent five years in Paris, wrote an elaborate account of the French society its political, economic and legal system...|18fa0dbe17cd451c6e7832647a86321a
Nationalists|Reformists|inspired following generations of nationalists and reformists|6139fb96b419c08faf52ab635b3f8ab3
Assimilative Attitude|Modern values|The defining characteristic of this attitude is the self-conscious adoption of modern values to replace or repair Islam.|e4b36a69771522f58bfb21dfb5d27b1e
Modernists|Undiluted modernism|The “modernists” preferred “undiluted modernism”, using Rahman (1984) term, and downplayed Islam in the modern world privileging nationalism, secularism and other ideologies.|35eadba5ecf339847931f32deb1d033c
Reconciliationists|Humanist or Protestant form of Islam|“Reconciliationists” espoused modern values to create a humanist or Protestant form of Islam.|33ed1d4f094fec855f0e14513f2d2e22
Rifā‘ah Rāfı͑ Al-Ṭahṭāwi|French society|who, having spent five years in Paris, wrote an elaborate account of the French society its political, economic and legal system...|18fa0dbe17cd451c6e7832647a86321a
Nationalists|Reformists|inspired following generations of nationalists and reformists|6139fb96b419c08faf52ab635b3f8ab3
prestige|position|related as concepts|d90f75e078c8d49630f407244ccd45ed
nationalists|reformists|related as ideological orientations|9971659937dc478bdff7c4030be7f3ac
students|activists|related as groups of people|4e54a38ca0809a4c6c08d44181f139df
scholars|political elites|related as groups of people|b35e0c4292355230833b6c4f32984be2
intelligentsias|Europe|related as concepts with a connection|5f5eff1c84fd18762fe1d5a77cb7a70b
Islam|tradition|related as concepts with a connection|e284417b089984225345ab61482aa67e
repair|reconciliation|related as concepts with a connection|4138b8b50bc1a6a9b55bbd1178f323d7
adoption projects|state of the Muslim world|related as concepts with a connection|c99c01508cf576f8e227fd860a47bac0
strength in the modern West|embracing it or appealing to it|related as concepts with a connection|1c6678a156c0868c5aa2d3890fb82df1
ideological orientations|attitude|related as concepts with a connection|29ce4b8079d33bf6587bfbf9697f1743
prestige|position|related as concepts|d90f75e078c8d49630f407244ccd45ed
nationalists|reformists|related as ideological orientations|9971659937dc478bdff7c4030be7f3ac
students|activists|related as groups of people|4e54a38ca0809a4c6c08d44181f139df
scholars|political elites|related as groups of people|b35e0c4292355230833b6c4f32984be2
intelligentsias|Europe|related as concepts with a connection|5f5eff1c84fd18762fe1d5a77cb7a70b
Islam|tradition|related as concepts with a connection|e284417b089984225345ab61482aa67e
repair|reconciliation|related as concepts with a connection|4138b8b50bc1a6a9b55bbd1178f323d7
adoption projects|state of the Muslim world|related as concepts with a connection|c99c01508cf576f8e227fd860a47bac0
strength in the modern West|embracing it or appealing to it|related as concepts with a connection|1c6678a156c0868c5aa2d3890fb82df1
ideological orientations|attitude|related as concepts with a connection|29ce4b8079d33bf6587bfbf9697f1743
Modernists|Secularism|Modernists are characterized by their secularist thinking.|cda05a6e81f4466de26faf09f38ce5de
Modernists|Radical Secularists|Some Modernists identify as Radical Secularists, while others are Neutral Secularists or have other positions towards religion.|c43c1f43dcb05afd2cccdfb8561696fb
Modernists|Liberalists|Modernists include groups that vary from Liberalists to Nationalists and Socialists to Capitalists, all of which are components of modernity.|1871f35ac942f5ff860a3221fabed416
Progressive|Secular|Some Modernists self-define as Progressive or Secular.|aa326de45dfcf8593227c373fc4e7955
Westernisation|Modern Revival|Others seek a thoroughgoing Westernisation, willing to surrender to Western influences and compromise with Western ideology, seeing themselves as vanguards of a modern revival.|220f331e8c1c223932b70b41e714f15b
Modernists|Secularism|Modernists are characterized by their secularist thinking.|cda05a6e81f4466de26faf09f38ce5de
Modernists|Radical Secularists|Some Modernists identify as Radical Secularists, while others are Neutral Secularists or have other positions towards religion.|c43c1f43dcb05afd2cccdfb8561696fb
Modernists|Liberalists|Modernists include groups that vary from Liberalists to Nationalists and Socialists to Capitalists, all of which are components of modernity.|1871f35ac942f5ff860a3221fabed416
Progressive|Secular|Some Modernists self-define as Progressive or Secular.|aa326de45dfcf8593227c373fc4e7955
Westernisation|Modern Revival|Others seek a thoroughgoing Westernisation, willing to surrender to Western influences and compromise with Western ideology, seeing themselves as vanguards of a modern revival.|220f331e8c1c223932b70b41e714f15b
Modernist|Discourse|The modernist discourse blames adherence to religion and tradition for Muslims' backwardness.|7d0e70e7b193f65b33eb74d55da3be8a
Religion|Tradition|Adherence to religion and tradition is blamed for Muslims' backwardness in the modernist discourse.|1ed7d807b6ff241722c4c2dc3a9ec965
Modernist ideology|Life|The modernist ideology looks for an alternative to define life and religion.|10069872fe06bbbccec66bab7907c2f9
Secularism|Modernist groups|Secularism is a common feature of all modernist groups, varying in strength.|4d63ab7f29e278bc7f73f199add920f1
Ṭāha Ḥusayn|Book ('On Jahili Poetry')|Ṭāha Ḥusayn's book provoked a storm of hostile criticism for undermining the foundations of Islamic faith.|1315f4a7036890f992115830f9196b9c
Islamic faith|Pre-Islamic poetry|The genuineness of pre-Islamic poetry is cast into doubt by Ṭāha Ḥusayn's book, calling the Qur'anic.|45edc05cbbd442223533e5b57b82fac7
Modernist|Discourse|The modernist discourse blames adherence to religion and tradition for Muslims' backwardness.|7d0e70e7b193f65b33eb74d55da3be8a
Religion|Tradition|Adherence to religion and tradition is blamed for Muslims' backwardness in the modernist discourse.|1ed7d807b6ff241722c4c2dc3a9ec965
Modernist ideology|Life|The modernist ideology looks for an alternative to define life and religion.|10069872fe06bbbccec66bab7907c2f9
Secularism|Modernist groups|Secularism is a common feature of all modernist groups, varying in strength.|4d63ab7f29e278bc7f73f199add920f1
Ṭāha Ḥusayn|Book ('On Jahili Poetry')|Ṭāha Ḥusayn's book provoked a storm of hostile criticism for undermining the foundations of Islamic faith.|1315f4a7036890f992115830f9196b9c
Islamic faith|Pre-Islamic poetry|The genuineness of pre-Islamic poetry is cast into doubt by Ṭāha Ḥusayn's book, calling the Qur'anic.|45edc05cbbd442223533e5b57b82fac7
Linguistic miracle|Question|The linguistic miracle itself into question|20d33e71f280f6fcb557b0eb6dea90ae
Grand Shaykh al-Azhar Muhammad Al-Khidr Hussain|Response|wrote a response to the linguistic miracle calling its premises unfounded fables|9abe253e57250f325cc1e5a85da149c0
'Ali 'Abd Al-Rāziq|Book|wrote ‘Islam and the Principles of Government’; a book for which he was defrocked as a judge and a ‘ālim|7404d9838942d8d0efb9b4513f55c840
Ismā’il Mazhar|Translator|was a translator and proponent of Darwin’s The Origin of Species|3dab1ddc3d166984511d9bfd8f328de7
Mohammad Arkoun, Ahmed Sa’īd Adonīs, Nasr Hāmid Abu Zeid, Muhammad Shahrūr and Hasan Hanafi|Thinkers|are modernist thinkers|01873910e8a37a34299c9bd4a261b2b2
Atatürk, Ismet Inönü and Reza Shah Pahlavi|Leaders|are nationalist and secular leaders and groups|76f535a9f553797a2645b8e8a75e7aa6
Modernist thinkers|Solution|see the solution for Muslim trouble as secularisation of life and values and the historcisation of sacred texts|b00d9695831bde91c008198949c77cc3
Reconciliationism|Ideology|is an ideological orientation that insists on the necessity of Islam’s presence in public life|d17aebb44acc0f841893cb1e334c8f82
Linguistic miracle|Question|The linguistic miracle itself into question|20d33e71f280f6fcb557b0eb6dea90ae
Grand Shaykh al-Azhar Muhammad Al-Khidr Hussain|Response|wrote a response to the linguistic miracle calling its premises unfounded fables|9abe253e57250f325cc1e5a85da149c0
'Ali 'Abd Al-Rāziq|Book|wrote ‘Islam and the Principles of Government’; a book for which he was defrocked as a judge and a ‘ālim|7404d9838942d8d0efb9b4513f55c840
Ismā’il Mazhar|Translator|was a translator and proponent of Darwin’s The Origin of Species|3dab1ddc3d166984511d9bfd8f328de7
Mohammad Arkoun, Ahmed Sa’īd Adonīs, Nasr Hāmid Abu Zeid, Muhammad Shahrūr and Hasan Hanafi|Thinkers|are modernist thinkers|01873910e8a37a34299c9bd4a261b2b2
Atatürk, Ismet Inönü and Reza Shah Pahlavi|Leaders|are nationalist and secular leaders and groups|76f535a9f553797a2645b8e8a75e7aa6
Modernist thinkers|Solution|see the solution for Muslim trouble as secularisation of life and values and the historcisation of sacred texts|b00d9695831bde91c008198949c77cc3
Reconciliationism|Ideology|is an ideological orientation that insists on the necessity of Islam’s presence in public life|d17aebb44acc0f841893cb1e334c8f82
Islam|modern world|Islam's flexibility to meet all needs|586bcc61dbf4951be57802e8dce40c0d
ijtihad|interpretability of its texts|vibrant tool for meeting modern world needs|a6171b0da5849fc13f45d96abf61d850
reconciliationists|core values|identification of essential principles through which Islam can lead a positive dialogue with the West|85ffb56c76fa184d8c7195eacda04a7f
core values|Western world|Islam's way forward is to be placed on an equal footing with the Western world|c1db3a92b09eb924327089d4c07fb9ef
rationalism|way forward|using rationalism for Islam's service and a positive dialogue with the West|4960a0895ab0bd8e72999417030d7dd0
Islam|modern world|Islam's flexibility to meet all needs|586bcc61dbf4951be57802e8dce40c0d
ijtihad|interpretability of its texts|vibrant tool for meeting modern world needs|a6171b0da5849fc13f45d96abf61d850
reconciliationists|core values|identification of essential principles through which Islam can lead a positive dialogue with the West|85ffb56c76fa184d8c7195eacda04a7f
core values|Western world|Islam's way forward is to be placed on an equal footing with the Western world|c1db3a92b09eb924327089d4c07fb9ef
rationalism|way forward|using rationalism for Islam's service and a positive dialogue with the West|4960a0895ab0bd8e72999417030d7dd0
Rationalism|Tradition|The reconciliationists travelled away from the tradition or rather abandoned it, engaging in a process of rationalist reinterpretation.|c6139a6105df44f4d0b55ac4b32dddd7
Ijtihad|Traditional Scholars|The gates of ijtihad were closed by traditional scholars and, under the guise of reopening them, reconciliationists travelled away from the tradition or rather abandoned it.|62309b5c2c9c9fa26ddcbcd3ba08ef13
Reconciliationists|Authority|Reconciliationists appealed to a knowledge modelled on scientific enterprise rather than the authority necessary for a tradition.|a59d150bb2243ccf3f88888ab4c3578d
Reductionism|Traditional Theology|This early reductionism also meant abandonment of traditional theology which was poorly characterised as narrow dogmatism.|a326cf172dd2681a078ef27f576c7647
Layman-Centred Approach|Universal Right to Interpret Islam|A universal right to interpret Islam underscored a layman-centred approach, abandoning traditional madhhabs (legal school).|9608cc43c3dfc6cd9d37f68eaee9c76d
Rationalism|Tradition|The reconciliationists travelled away from the tradition or rather abandoned it, engaging in a process of rationalist reinterpretation.|c6139a6105df44f4d0b55ac4b32dddd7
Ijtihad|Traditional Scholars|The gates of ijtihad were closed by traditional scholars and, under the guise of reopening them, reconciliationists travelled away from the tradition or rather abandoned it.|62309b5c2c9c9fa26ddcbcd3ba08ef13
Reconciliationists|Authority|Reconciliationists appealed to a knowledge modelled on scientific enterprise rather than the authority necessary for a tradition.|a59d150bb2243ccf3f88888ab4c3578d
Reductionism|Traditional Theology|This early reductionism also meant abandonment of traditional theology which was poorly characterised as narrow dogmatism.|a326cf172dd2681a078ef27f576c7647
Layman-Centred Approach|Universal Right to Interpret Islam|A universal right to interpret Islam underscored a layman-centred approach, abandoning traditional madhhabs (legal school).|9608cc43c3dfc6cd9d37f68eaee9c76d
Sunah|Qur'an|non-mutawātir|182b6c7d5fae1c6194d41067674542ae
Makkan Qur’an|universal principles|contains|be7ac342884fc12e9b490cde2dad8d10
Islamic tradition|modernity|conflict with|b00b243a39f337b15a66d6b2e836aa89
reconciliationists|modernist views|borrowing of while claiming commitment to Islam|c44d187259c9a1dc7e54900c56ee4cf6
'Abduh|contemporary ideas of evolution|appealing to compatibility with Qur'an|cb71cbb9bd3c52a89a8fb4824bf2f033
Qur'an|contemporary ideas|potential compatibility with|7d60977c69a2286ae64041ca986e80df
Sunah|Qur'an|non-mutawātir|182b6c7d5fae1c6194d41067674542ae
Makkan Qur’an|universal principles|contains|be7ac342884fc12e9b490cde2dad8d10
Islamic tradition|modernity|conflict with|b00b243a39f337b15a66d6b2e836aa89
reconciliationists|modernist views|borrowing of while claiming commitment to Islam|c44d187259c9a1dc7e54900c56ee4cf6
'Abduh|contemporary ideas of evolution|appealing to compatibility with Qur'an|cb71cbb9bd3c52a89a8fb4824bf2f033
Qur'an|contemporary ideas|potential compatibility with|7d60977c69a2286ae64041ca986e80df
reconciliationism|interpretative strategies|the originators of reconciliationism pragmatically adopted Mu'tazilite and pantheistic views to serve their interpretative strategies|5337b82de15ceba44abc61a1292b5aef
Mu'tazilite|pantheistic views|Al-Afghani and 'Abduh adopted these views as part of their pragmatically adopted interpretative strategies|bbab9429f60222e5fc8d257f5801ad59
Qur'an|modern human reason|'Abduh insisted that the meanings of the Qur'an conform with modern human reason, and if not, they should be abandoned and new rational ones sought|3d214c91fd7031b2d4afe9571e19b3b0
reason|revelation|'Abduh placed reason over revelation in his work 'Risalat al-Tawḥīd'|bfd0aa727bca70a7bccd3b0a8d96eb0d
'Abduh|Mu'tazilite|he was declared heretical by many traditionalist 'ulama for being a Mu'tazilite|29c84aa944f6c18ca3f406bcdfe4c687
reconciliationism|interpretative strategies|the originators of reconciliationism pragmatically adopted Mu'tazilite and pantheistic views to serve their interpretative strategies|5337b82de15ceba44abc61a1292b5aef
Mu'tazilite|pantheistic views|Al-Afghani and 'Abduh adopted these views as part of their pragmatically adopted interpretative strategies|bbab9429f60222e5fc8d257f5801ad59
Qur'an|modern human reason|'Abduh insisted that the meanings of the Qur'an conform with modern human reason, and if not, they should be abandoned and new rational ones sought|3d214c91fd7031b2d4afe9571e19b3b0
reason|revelation|'Abduh placed reason over revelation in his work 'Risalat al-Tawḥīd'|bfd0aa727bca70a7bccd3b0a8d96eb0d
'Abduh|Mu'tazilite|he was declared heretical by many traditionalist 'ulama for being a Mu'tazilite|29c84aa944f6c18ca3f406bcdfe4c687
Islam|modernity|reinterpreted in a modern idiom to make it relevant|939dcdd45104118f202fbc55da9ddaa9
Al-Afghani|Ernest Renan|praised for accepting Renan's proposition that Islam is hostile to science and philosophy|bd09b6e6bc9639c73718394146b00e8c
modernist ideas|Islamic names|given or vice versa; democracy became synonymous with Shūra, the annual UN meeting became a model similar to the Hajj|f8462504448ed207246f744fbf2559fb
Islam|modernity|reinterpreted in a modern idiom to make it relevant|939dcdd45104118f202fbc55da9ddaa9
Al-Afghani|Ernest Renan|praised for accepting Renan's proposition that Islam is hostile to science and philosophy|bd09b6e6bc9639c73718394146b00e8c
modernist ideas|Islamic names|given or vice versa; democracy became synonymous with Shūra, the annual UN meeting became a model similar to the Hajj|f8462504448ed207246f744fbf2559fb
Reconciliationists|Modernists|Labelled as 'modernists' or 'Islamic modernists'|2cdc58c761abccca47491494324a9255
'Abduh's reconciliationist ideology|Radically Islamist trend|Nourished two essential orientations|cbcf875be9acd961a118fd5bde7371c0
Ali Abd Al-Rāziq|Ṭāha Ḥusayn|Categorised as modernists and students/admirers of 'Abduh|bb140b1e0dbc52ab4b5507757b689fca
Muhammad Rashid Rida|'Abdu's inheritor and promoter|Represented the other trend and took reconciliationism a step further towards Islamism|87c4eb82332608e7f3375a6f50dab65e
Radical Wahhabi movement|Radical rationalism, anti-imperialist nationalism, and revolutionism of Al-Afghani|Influenced by these intellectual streams|7caa5b1748a5b72ec98071adbbb0b64c
Salafiyyah movement|Hasan Al-Banna (founder of the Muslim Brotherhood)|Formulated and impacted Hasan Al-Banna's work|adaa9b4182c1b5140e0a0f2c474f54a2
Reconciliationists|Modernists|Labelled as 'modernists' or 'Islamic modernists'|2cdc58c761abccca47491494324a9255
'Abduh's reconciliationist ideology|Radically Islamist trend|Nourished two essential orientations|cbcf875be9acd961a118fd5bde7371c0
Ali Abd Al-Rāziq|Ṭāha Ḥusayn|Categorised as modernists and students/admirers of 'Abduh|bb140b1e0dbc52ab4b5507757b689fca
Muhammad Rashid Rida|'Abdu's inheritor and promoter|Represented the other trend and took reconciliationism a step further towards Islamism|87c4eb82332608e7f3375a6f50dab65e
Radical Wahhabi movement|Radical rationalism, anti-imperialist nationalism, and revolutionism of Al-Afghani|Influenced by these intellectual streams|7caa5b1748a5b72ec98071adbbb0b64c
Salafiyyah movement|Hasan Al-Banna (founder of the Muslim Brotherhood)|Formulated and impacted Hasan Al-Banna's work|adaa9b4182c1b5140e0a0f2c474f54a2
